Ticket ID,Created at,Subject,Description,Requester role,Organization ID
1011,2026-08-23 20:30:13,Unexpected overage charge,"Hi team, I cannot find a usage breakdown that explains the overage. Our invoice this month was 14% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Finance wants a way to set a spending cap before the renewal conversation.",End user,ACC-016
1012,2026-07-03 10:39:01,Sync status unclear,"Following up on last week. Our execs asked twice this week whether the data was current. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders. Please advise.",End user,ACC-044
1013,2026-09-10 23:10:55,Mapping not saved,"Quick question. Every time we import the weekly export, we have to map all 22 columns again. Our ops lead spends about 54 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Could the app remember the mapping for a file with the same columns? Thanks!",End user,ACC-025
1014,2026-06-07 07:56:59,Numbers don't match Salesforce,"Hello, I have to screenshot the source system next to yours in every exec review to prove the figure is right. Is there a way to see which rows make up a total, so we can reconcile it ourselves? The revenue total on our Weekly KPIs dashboard is about 8% lower than what Salesforce shows for the same period. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. Thanks!

Steps to reproduce:
1. Open the Weekly KPIs dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-010
1015,2026-09-03 21:34:17,Stale data on the home dashboard,"Hi team, A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Thanks!",End user,ACC-012
1016,2026-06-12 05:44:19,Enable SAML for our workspace,"Hi there. Is there documentation for the SAML attributes you expect? Our IT team expected to configure SAML themselves, the same way they do for other tools. Rolling out to 227 new seats is on hold until SSO works. We want to enable SSO with Okta, but the settings page says to contact support.",Admin,ACC-021
1017,2026-06-16 12:08:00,When was this data refreshed?,"A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Our execs asked twice this week whether the data was current.",End user,ACC-006
1018,2026-06-08 03:16:13,Mapping not saved,"Following up on last week. Could the app remember the mapping for a file with the same columns? Our ops lead spends about 25 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Thanks!",End user,
1019,2026-09-14 02:37:53,Access control request,"Hi team, Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Churn dashboard to the finance team only. Any update would help.",Executive,ACC-009
1020,2026-07-25 05:39:11,Enable SAML for our workspace,"We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Rolling out to 169 new seats is on hold until SSO works. Thanks in advance.",End user,ACC-058
1021,2026-09-11 00:37:47,Unexpected overage charge,"Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 17% higher than last month, and nobody on our side changed anything. Please advise.",End user,ACC-058
1022,2026-06-22 06:02:42,Export to PowerPoint loses formatting,"Quick question. I rebuild the same 4 charts in PowerPoint every month for the board deck. An SVG or high-resolution export would fix most of this. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead.",End user,ACC-023
1023,2026-09-11 01:29:07,Access control request,"Hello, We need to restrict the Weekly KPIs dashboard to the finance team only. Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. Thanks in advance.

Steps to reproduce:
1. Open the Revenue dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-023
1024,2026-06-17 18:38:46,Export to PowerPoint loses formatting,"Following up on last week. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead.",Admin,ACC-051
1025,2026-06-25 11:13:53,Usage bill question,I cannot find a usage breakdown that explains the overage. Finance wants a way to set a spending cap before the renewal conversation. Please advise.,Admin,ACC-051
1026,2026-07-10 11:26:39,When was this data refreshed?,"Hi there. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Our execs asked twice this week whether the data was current. I can't tell when the Marketing Funnel dashboard last refreshed, so I don't know if it includes today's orders.",Admin,
1027,2026-06-28 19:03:46,SSO setup,"Our IT team expected to configure SAML themselves, the same way they do for other tools. We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Rolling out to 255 new seats is on hold until SSO works. Thanks in advance.",End user,ACC-019
1028,2026-09-17 07:49:21,Numbers don't match Salesforce,"Hello, We filtered both systems to the same date range, and the totals still differ. The revenue total on our Marketing Funnel dashboard is about 3% lower than what Salesforce shows for the same period. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. I have to screenshot the source system next to yours in every exec review to prove the figure is right.",Admin,ACC-054
1029,2026-06-30 20:29:23,SSO setup,"Hello, Rolling out to 229 new seats is on hold until SSO works. Our IT team expected to configure SAML themselves, the same way they do for other tools. We want to enable SSO with Okta, but the settings page says to contact support. Any update would help.",Executive,ACC-023
1030,2026-06-04 04:05:46,Upload rejected with no reason,"Hi team, If a row is malformed, please tell us which one, instead of silently dropping it. This blocks our weekly reporting, because the numbers are incomplete until someone notices. The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. Please advise.",Executive,ACC-051
1031,2026-07-20 22:06:41,Upload rejected with no reason,"Hi there. We had to split the file into smaller chunks by hand, which took most of the afternoon. The importer says ""Upload complete"", but half of the rows are missing from the table. This blocks our weekly reporting, because the numbers are incomplete until someone notices. Please advise.",End user,ACC-019
1032,2026-08-20 12:09:51,Access control request,"Quick question. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Marketing Funnel dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Please advise.

Steps to reproduce:
1. Open the Executive Summary dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Executive,ACC-029
1033,2026-09-20 07:43:52,Invoice higher than expected,"Hello, Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage. Our invoice this month was 15% higher than last month, and nobody on our side changed anything. Thanks in advance.",Executive,ACC-028
1034,2026-08-16 01:53:32,When was this data refreshed?,"Hi team, Our execs asked twice this week whether the data was current. I can't tell when the Pipeline dashboard last refreshed, so I don't know if it includes today's orders. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Please advise.",Admin,ACC-047
1035,2026-07-05 04:41:53,Mapping not saved,"Following up on last week. Could the app remember the mapping for a file with the same columns? Every time we import the weekly export, we have to map all 14 columns again. Our ops lead spends about 13 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Thanks!",End user,ACC-039
1036,2026-09-09 01:12:21,Enable SAML for our workspace,"Our IT team expected to configure SAML themselves, the same way they do for other tools. We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Please advise.",Admin,ACC-004
1037,2026-06-17 11:32:48,Invoice higher than expected,Quick question. Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. Any update would help.,Admin,ACC-035
1038,2026-09-07 13:53:11,Dashboard totals are wrong,"Quick question. The revenue total on our Weekly KPIs dashboard is about 4% lower than what Salesforce shows for the same period. Is there a way to see which rows make up a total, so we can reconcile it ourselves? Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers. We filtered both systems to the same date range, and the totals still differ. Any update would help.",Admin,ACC-021
1039,2026-09-04 17:16:44,CSV import failed,"Hi there. We had to split the file into smaller chunks by hand, which took most of the afternoon. This blocks our weekly reporting, because the numbers are incomplete until someone notices. The importer says ""Upload complete"", but half of the rows are missing from the table.",Buyer,
1040,2026-09-11 11:29:29,Mapping not saved,"The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 9 columns again. Our ops lead spends about 49 minutes per upload just clicking through the mapping screen. Any update would help.",Buyer,ACC-043
1041,2026-06-24 22:25:36,Need team-level permissions,"Hi team, Can admins create groups and share a folder with a group instead of with each person? Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Revenue dashboard to the finance team only. Any update would help.

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-018
1042,2026-06-04 00:13:22,Restrict dashboards by team,"Hi team, Right now anyone in the workspace can see salary data, which our security review flagged. Our procurement team said this is a deal breaker for the renewal. We need to restrict the Revenue dashboard to the finance team only.",Buyer,ACC-021
1043,2026-09-13 18:52:27,Stale data on the home dashboard,"Our execs asked twice this week whether the data was current. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. Please advise.",Buyer,ACC-029
1044,2026-06-12 15:32:54,Need team-level permissions,"Hi team, Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. Thanks in advance.",End user,ACC-050
1045,2026-07-26 15:55:00,Export to PowerPoint loses formatting,"When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this.",End user,ACC-023
1046,2026-08-31 10:01:59,SSO setup,"Following up on last week. Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Any update would help.",End user,ACC-057
1047,2026-07-24 07:31:53,Charts break in slides,"Hello, When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead.",Executive,ACC-028
1048,2026-06-06 21:38:47,Revenue chart off by a few percent,The revenue total on our Revenue dashboard is about 18% lower than what Salesforce shows for the same period. I have to screenshot the source system next to yours in every exec review to prove the figure is right.,End user,ACC-010
1049,2026-08-02 07:52:22,Usage bill question,"Hi there. Please send a breakdown of the query volume by team. Our invoice this month was 12% higher than last month, and nobody on our side changed anything. I cannot find a usage breakdown that explains the overage. Finance wants a way to set a spending cap before the renewal conversation. Loop in our billing contact, billing@northwind-analytics.com, on the reply. Any update would help.",Admin,ACC-029
1050,2026-09-18 11:52:07,Have to remap columns every time,"Hi team, Our ops lead spends about 55 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Could the app remember the mapping for a file with the same columns? Every time we import the weekly export, we have to map all 16 columns again.

Steps to reproduce:
1. Open the Churn dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Admin,ACC-006
1051,2026-07-21 14:31:37,Okta integration help,"Hi there. We want to enable SSO with Okta, but the settings page says to contact support. Rolling out to 374 new seats is on hold until SSO works. Please advise.",Buyer,ACC-011
1052,2026-07-28 10:49:46,Okta integration help,"We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Our IT team expected to configure SAML themselves, the same way they do for other tools. Rolling out to 73 new seats is on hold until SSO works. Any update would help.",Executive,ACC-047
1053,2026-06-19 20:03:02,Restrict dashboards by team,"Following up on last week. We need to restrict the Pipeline dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Right now anyone in the workspace can see salary data, which our security review flagged. Our procurement team said this is a deal breaker for the renewal. Thanks in advance.",Admin,
1054,2026-06-16 03:51:10,Unexpected overage charge,"I cannot find a usage breakdown that explains the overage. Our invoice this month was 8% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Finance wants a way to set a spending cap before the renewal conversation. Thanks!",Buyer,ACC-040
1055,2026-06-24 19:41:38,Enable SAML for our workspace,"Hi there. Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? Rolling out to 190 new seats is on hold until SSO works. Please advise.",Admin,ACC-040
1056,2026-06-16 20:34:51,Mapping not saved,"Hi team, Could the app remember the mapping for a file with the same columns? Every time we import the weekly export, we have to map all 25 columns again. The mapping from last week is gone, even though the file has exactly the same headers. Thanks!",End user,ACC-058
1057,2026-07-14 13:48:02,Unexpected overage charge,"Quick question. Our invoice this month was 20% higher than last month, and nobody on our side changed anything. Finance wants a way to set a spending cap before the renewal conversation. I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team.",End user,ACC-053
1058,2026-06-26 08:13:53,Unexpected overage charge,"Following up on last week. Our invoice this month was 6% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. Any update would help.",End user,ACC-026
1059,2026-06-04 10:37:33,Sync status unclear,"Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. I can't tell when the Weekly KPIs dashboard last refreshed, so I don't know if it includes today's orders. Thanks!

Steps to reproduce:
1. Open the Executive Summary dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-016
1060,2026-07-10 18:14:44,Export to PowerPoint loses formatting,"Hello, An SVG or high-resolution export would fix most of this. I rebuild the same 10 charts in PowerPoint every month for the board deck. When I export a chart to slides, the colors reset and the axis labels overlap. The PNG export is blurry on a projector, so we take screenshots instead. Please advise.",Admin,ACC-027
1061,2026-09-16 17:45:50,Mapping not saved,"Following up on last week. Every time we import the weekly export, we have to map all 11 columns again. Could the app remember the mapping for a file with the same columns? The mapping from last week is gone, even though the file has exactly the same headers. Our ops lead spends about 51 minutes per upload just clicking through the mapping screen. Please advise.",Admin,ACC-018
1062,2026-09-20 06:20:08,Have to remap columns every time,"Hi there. Our ops lead spends about 29 minutes per upload just clicking through the mapping screen. The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 12 columns again. Thanks in advance.",Admin,ACC-048
1063,2026-07-13 23:11:18,CSV import failed,"Hello, I uploaded a CSV with 4700 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices. We had to split the file into smaller chunks by hand, which took most of the afternoon. Thanks!",End user,ACC-034
1064,2026-06-09 16:55:08,Import stuck at 0%,"Hi there. The importer says ""Upload complete"", but half of the rows are missing from the table. This blocks our weekly reporting, because the numbers are incomplete until someone notices. If a row is malformed, please tell us which one, instead of silently dropping it.",End user,ACC-058
1065,2026-07-12 22:40:16,Unexpected overage charge,"Hi there. Our invoice this month was 6% higher than last month, and nobody on our side changed anything. I cannot find a usage breakdown that explains the overage. Please send a breakdown of the query volume by team. Finance wants a way to set a spending cap before the renewal conversation. Please advise.",Admin,ACC-021
1066,2026-07-23 07:42:36,Upload rejected with no reason,"Following up on last week. I uploaded a CSV with 9500 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices. If a row is malformed, please tell us which one, instead of silently dropping it. We had to split the file into smaller chunks by hand, which took most of the afternoon.",End user,ACC-015
1067,2026-07-07 11:58:18,Import stuck at 0%,"Following up on last week. The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. Thanks!",End user,ACC-021
1068,2026-08-15 13:23:27,Upload rejected with no reason,"If a row is malformed, please tell us which one, instead of silently dropping it. I uploaded a CSV with 2000 rows and only part of it came through, with no error message.

Steps to reproduce:
1. Open the Executive Summary dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Buyer,ACC-042
1069,2026-07-28 10:28:38,Sync status unclear,"Hi there. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. I can't tell when the Weekly KPIs dashboard last refreshed, so I don't know if it includes today's orders. Our execs asked twice this week whether the data was current. Please advise.",End user,ACC-011
1070,2026-06-19 14:28:45,PNG export is blurry,"Following up on last week. When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this. Any update would help.",Admin,ACC-058
1071,2026-06-23 16:33:53,Export to PowerPoint loses formatting,"The PNG export is blurry on a projector, so we take screenshots instead. I rebuild the same 13 charts in PowerPoint every month for the board deck. An SVG or high-resolution export would fix most of this. When I export a chart to slides, the colors reset and the axis labels overlap. Please advise.",Admin,
1072,2026-07-28 02:32:11,CSV import failed,"We had to split the file into smaller chunks by hand, which took most of the afternoon. If a row is malformed, please tell us which one, instead of silently dropping it. This blocks our weekly reporting, because the numbers are incomplete until someone notices. I uploaded a CSV with 1500 rows and only part of it came through, with no error message. Any update would help.",Executive,ACC-036
1073,2026-06-05 13:06:21,Enable SAML for our workspace,"Hello, Our IT team expected to configure SAML themselves, the same way they do for other tools. Rolling out to 171 new seats is on hold until SSO works. Any update would help.",Buyer,ACC-031
1074,2026-07-29 21:54:29,Need team-level permissions,"Following up on last week. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Pipeline dashboard to the finance team only. Our procurement team said this is a deal breaker for the renewal.",Admin,ACC-054
1075,2026-08-01 13:14:42,Mapping not saved,"Every time we import the weekly export, we have to map all 16 columns again. The mapping from last week is gone, even though the file has exactly the same headers. Thanks!",Buyer,ACC-013
1076,2026-09-04 07:30:50,Restrict dashboards by team,"Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. Thanks in advance.",Executive,ACC-002
1077,2026-09-18 16:20:14,Charts break in slides,"I rebuild the same 13 charts in PowerPoint every month for the board deck. The PNG export is blurry on a projector, so we take screenshots instead. When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this. Thanks!

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-002
1078,2026-08-26 20:09:27,Mapping not saved,"Following up on last week. Could the app remember the mapping for a file with the same columns? The mapping from last week is gone, even though the file has exactly the same headers. Thanks!",Buyer,ACC-030
1079,2026-09-10 02:10:44,Export to PowerPoint loses formatting,"Quick question. When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this.",End user,ACC-035
1080,2026-08-08 12:40:29,Unexpected overage charge,"Following up on last week. I cannot find a usage breakdown that explains the overage. Our invoice this month was 3% higher than last month, and nobody on our side changed anything. Any update would help.",End user,ACC-029
1081,2026-07-20 22:31:47,Usage bill question,"Hi team, Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 13% higher than last month, and nobody on our side changed anything. Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage. Thanks!",Admin,ACC-057
1082,2026-08-26 01:17:29,SSO setup,"Hello, Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Please advise.",Admin,ACC-029
1083,2026-06-26 02:26:53,Sync status unclear,"Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. I can't tell when the Weekly KPIs dashboard last refreshed, so I don't know if it includes today's orders. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Our execs asked twice this week whether the data was current. Please advise.",Buyer,ACC-033
1084,2026-09-17 09:28:14,Numbers don't match Salesforce,"Hello, The revenue total on our Pipeline dashboard is about 12% lower than what Salesforce shows for the same period. Is there a way to see which rows make up a total, so we can reconcile it ourselves? We filtered both systems to the same date range, and the totals still differ. I have to screenshot the source system next to yours in every exec review to prove the figure is right. Thanks in advance.",Executive,ACC-029
1085,2026-07-11 07:21:07,Have to remap columns every time,"Hello, Could the app remember the mapping for a file with the same columns? Our ops lead spends about 31 minutes per upload just clicking through the mapping screen. Thanks!",End user,ACC-054
1086,2026-09-01 04:12:59,Enable SAML for our workspace,"Quick question. We want to enable SSO with Okta, but the settings page says to contact support. Is there documentation for the SAML attributes you expect? Thanks!

Steps to reproduce:
1. Open the Marketing Funnel dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",Admin,ACC-002
1087,2026-09-14 07:57:41,Usage bill question,"Please send a breakdown of the query volume by team. I cannot find a usage breakdown that explains the overage. Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 7% higher than last month, and nobody on our side changed anything. Any update would help.",Admin,ACC-038
1088,2026-07-06 17:38:59,Unexpected overage charge,"Quick question. Finance wants a way to set a spending cap before the renewal conversation. Please send a breakdown of the query volume by team. Our invoice this month was 5% higher than last month, and nobody on our side changed anything. Thanks in advance.",Buyer,ACC-013
1089,2026-06-03 16:58:53,Okta integration help,"Hi there. Rolling out to 177 new seats is on hold until SSO works. Our IT team expected to configure SAML themselves, the same way they do for other tools. We want to enable SSO with Okta, but the settings page says to contact support.",End user,ACC-003
1090,2026-07-03 00:30:48,When was this data refreshed?,"Quick question. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Our execs asked twice this week whether the data was current. You can reach our admin at ops@brightline.io if you need access.",End user,
1091,2026-06-08 14:17:35,Enable SAML for our workspace,"Hi there. Our IT team expected to configure SAML themselves, the same way they do for other tools. Is there documentation for the SAML attributes you expect? We want to enable SSO with Okta, but the settings page says to contact support. Thanks in advance.",End user,ACC-052
1092,2026-06-12 19:00:11,Numbers don't match Salesforce,"Hi team, I have to screenshot the source system next to yours in every exec review to prove the figure is right. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers.",Executive,ACC-049
1093,2026-09-14 14:22:55,Upload rejected with no reason,"Hello, I uploaded a CSV with 7400 rows and only part of it came through, with no error message. We had to split the file into smaller chunks by hand, which took most of the afternoon. Any update would help.",End user,ACC-054
1094,2026-06-08 01:57:08,Have to remap columns every time,"Hi team, The mapping from last week is gone, even though the file has exactly the same headers. Every time we import the weekly export, we have to map all 29 columns again. Our ops lead spends about 27 minutes per upload just clicking through the mapping screen. Could the app remember the mapping for a file with the same columns? Thanks!",Admin,
1095,2026-07-23 05:17:41,CSV import failed,"Quick question. The importer says ""Upload complete"", but half of the rows are missing from the table. We had to split the file into smaller chunks by hand, which took most of the afternoon. I uploaded a CSV with 6000 rows and only part of it came through, with no error message. This blocks our weekly reporting, because the numbers are incomplete until someone notices. Thanks!

Steps to reproduce:
1. Open the Churn dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-028
1096,2026-07-29 12:53:18,Dashboard totals are wrong,"Hi there. Is there a way to see which rows make up a total, so we can reconcile it ourselves? I have to screenshot the source system next to yours in every exec review to prove the figure is right. Thanks!",End user,ACC-047
1097,2026-07-03 20:06:42,Restrict dashboards by team,"Quick question. Our procurement team said this is a deal breaker for the renewal. Right now anyone in the workspace can see salary data, which our security review flagged. We need to restrict the Churn dashboard to the finance team only. Can admins create groups and share a folder with a group instead of with each person? Thanks!",Admin,ACC-010
1098,2026-07-08 12:55:39,Access control request,"Hi team, Right now anyone in the workspace can see salary data, which our security review flagged. Can admins create groups and share a folder with a group instead of with each person? Our procurement team said this is a deal breaker for the renewal. We need to restrict the Churn dashboard to the finance team only. Thanks in advance.",Admin,ACC-004
1099,2026-09-11 10:38:16,CSV import failed,"If a row is malformed, please tell us which one, instead of silently dropping it. We had to split the file into smaller chunks by hand, which took most of the afternoon.",Executive,ACC-050
1100,2026-09-12 12:32:39,SSO setup,"Rolling out to 236 new seats is on hold until SSO works. We want to enable SSO with Okta, but the settings page says to contact support. Thanks in advance.",Admin,ACC-037
1101,2026-07-16 23:45:05,PNG export is blurry,"Hi there. When I export a chart to slides, the colors reset and the axis labels overlap. An SVG or high-resolution export would fix most of this. Any update would help.",Admin,ACC-006
1102,2026-07-14 10:34:51,Usage bill question,"Hi team, Finance wants a way to set a spending cap before the renewal conversation. Our invoice this month was 11% higher than last month, and nobody on our side changed anything. Thanks!",End user,ACC-038
1103,2026-07-06 01:28:52,Enable SAML for our workspace,"Quick question. Is there documentation for the SAML attributes you expect? Our IT team expected to configure SAML themselves, the same way they do for other tools. Rolling out to 274 new seats is on hold until SSO works. We want to enable SSO with Okta, but the settings page says to contact support. Thanks!",Admin,
1104,2026-07-14 06:48:30,Restrict dashboards by team,"Hi there. Can admins create groups and share a folder with a group instead of with each person? We need to restrict the Marketing Funnel dashboard to the finance team only. Right now anyone in the workspace can see salary data, which our security review flagged. Our procurement team said this is a deal breaker for the renewal. Thanks!

Steps to reproduce:
1. Open the Weekly KPIs dashboard.
2. Set the range to ""Last 30 days"".
3. Compare the total with the source system.",End user,ACC-060
1105,2026-06-27 21:47:23,Dashboard totals are wrong,"Hi team, We filtered both systems to the same date range, and the totals still differ. Our finance team caught the mismatch during the monthly close, and now they do not trust any of the numbers.",End user,ACC-051
1106,2026-08-10 06:51:40,Have to remap columns every time,"Hi there. Every time we import the weekly export, we have to map all 36 columns again. Could the app remember the mapping for a file with the same columns? Any update would help.",Admin,ACC-057
1107,2026-07-01 12:01:13,Field mapping lost,"The mapping from last week is gone, even though the file has exactly the same headers. Could the app remember the mapping for a file with the same columns? Our ops lead spends about 43 minutes per upload just clicking through the mapping screen. Please advise.",End user,ACC-038
1108,2026-08-10 16:13:06,Access control request,"Hi team, Our procurement team said this is a deal breaker for the renewal. Can admins create groups and share a folder with a group instead of with each person?",End user,ACC-047
1109,2026-06-13 16:58:24,Stale data on the home dashboard,"Hi there. Yesterday the numbers looked stale for a few hours, and nobody knew whether the sync was still running. A simple ""last updated"" timestamp on each chart would save us a lot of back and forth. Any update would help.",Admin,ACC-051
1110,2026-07-01 04:24:08,Dashboard totals are wrong,"Hi team, I have to screenshot the source system next to yours in every exec review to prove the figure is right. The revenue total on our Marketing Funnel dashboard is about 4% lower than what Salesforce shows for the same period. Thanks!",Executive,ACC-034
